Game,Winner,Moves,FinalScore
1,W,76,"FinalCount => B:12, W:13"
2,B,84,"FinalCount => B:13, W:12"
3,B,80,"FinalCount => B:13, W:12"
4,B,84,"FinalCount => B:13, W:12"
5,W,76,"FinalCount => B:12, W:13"
6,W,55,"FinalCount => B:12, W:13"
7,W,55,"FinalCount => B:12, W:13"
8,W,84,"FinalCount => B:11, W:14"
9,B,57,"FinalCount => B:13, W:12"
10,W,55,"FinalCount => B:12, W:13"
11,B,89,"FinalCount => B:15, W:10"
12,B,113,"FinalCount => B:17, W:8"
13,B,84,"FinalCount => B:13, W:12"
14,B,57,"FinalCount => B:13, W:12"
15,W,76,"FinalCount => B:12, W:13"
16,B,57,"FinalCount => B:13, W:12"
17,B,83,"FinalCount => B:13, W:12"
18,B,80,"FinalCount => B:13, W:12"
19,B,83,"FinalCount => B:13, W:12"
20,W,76,"FinalCount => B:12, W:13"
21,B,89,"FinalCount => B:15, W:10"
22,B,57,"FinalCount => B:13, W:12"
23,B,83,"FinalCount => B:13, W:12"
24,B,80,"FinalCount => B:14, W:11"
25,W,55,"FinalCount => B:12, W:13"
26,B,57,"FinalCount => B:13, W:12"
27,W,55,"FinalCount => B:12, W:13"
28,W,80,"FinalCount => B:12, W:13"
29,W,84,"FinalCount => B:11, W:14"
30,B,96,"FinalCount => B:13, W:12"
31,B,59,"FinalCount => B:13, W:12"
32,W,55,"FinalCount => B:12, W:13"
33,W,84,"FinalCount => B:11, W:14"
34,W,55,"FinalCount => B:12, W:13"
35,W,80,"FinalCount => B:11, W:14"
36,B,83,"FinalCount => B:13, W:12"
37,B,84,"FinalCount => B:15, W:10"
38,B,84,"FinalCount => B:13, W:12"
39,B,80,"FinalCount => B:13, W:12"
40,B,59,"FinalCount => B:13, W:12"
41,W,80,"FinalCount => B:12, W:13"
42,B,84,"FinalCount => B:15, W:10"
43,B,89,"FinalCount => B:15, W:10"
44,B,80,"FinalCount => B:13, W:12"
45,B,89,"FinalCount => B:15, W:10"
46,W,84,"FinalCount => B:11, W:14"
47,W,84,"FinalCount => B:11, W:14"
48,W,84,"FinalCount => B:11, W:14"
49,B,84,"FinalCount => B:13, W:12"
50,W,55,"FinalCount => B:12, W:13"
51,B,57,"FinalCount => B:13, W:12"
52,W,76,"FinalCount => B:12, W:13"
53,W,80,"FinalCount => B:11, W:14"
54,W,84,"FinalCount => B:11, W:14"
55,B,84,"FinalCount => B:13, W:12"
56,W,80,"FinalCount => B:11, W:14"
57,B,83,"FinalCount => B:13, W:12"
58,B,83,"FinalCount => B:13, W:12"
59,B,57,"FinalCount => B:13, W:12"
60,W,55,"FinalCount => B:12, W:13"
61,W,84,"FinalCount => B:11, W:14"
62,B,89,"FinalCount => B:15, W:10"
63,W,55,"FinalCount => B:12, W:13"
64,W,55,"FinalCount => B:12, W:13"
